DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;7;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE;53;VALLEKAS BASKET CDE;VALLEKAS BASKET;44;14/12/2025;16:30;Terminado;NO;CERRO DEL TELEGRAFO, PABELLON;AVDA. DE LOS ALMENDROS, S/N;Rivas-Vaciamadrid;0;NO;344459;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;8;BALONCESTO 86;BALONCESTO 86 LA SALLE "B";71;VALLEKAS BASKET CDE;VALLEKAS BASKET;56;14/12/2025;17:45;Terminado;SÍ;LA SALLE, INSTITUCION (Descubierto);BLAS CABRERA, 50;Madrid;0;NO;325583;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;8;VALLEKAS BASKET CDE;VALLEKAS BASKET;41;OBISPO PERELLO A. D.;OBISPO PERELLÓ;73;21/12/2025;15:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344462;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;9;VALLEKAS BASKET CDE;VALLEKAS BASKET;55;BOADILLA DEL MONTE A.D.C.;ADC BOADILLA "C";78;21/12/2025;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325589;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;8;OLIMPICO ALCOBENDAS C.D.E.;OLIMPICO ALCOBENDAS;57;VALLEKAS BASKET CDE;VALLEKAS BASKET;54;21/12/2025;20:15;Terminado;NO;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;0;NO;343116;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;10;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;53;BASKET FUTURO C.D.E.;VALDEFUENTES BASKET FUTURO A;77;10/01/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319970;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;10;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE C;29;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;77;10/01/2026;11:15;Terminado;NO;PARQUE DEL SURESTE, PABELLON (PISTA CENTRAL);MIRADOR Frente al nº 25;Rivas-Vaciamadrid;0;NO;319280;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;12;VERITAS POZUELO C.D.E.;VERITAS POZUELO;35;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;39;10/01/2026;18:00;Terminado;NO;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;600;SÍ;314357;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;12;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;55;BALONCESTO ARGANDA;CB ARGANDA A;89;11/01/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;313503;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;9;LA PAZ C.D.;LA PAZ C.D.;46;VALLEKAS BASKET CDE;VALLEKAS BASKET;49;11/01/2026;09:30;Terminado;NO;MIGUEL DELIBES, C.P.;FELIPE II, 15 (entrada por Jaime I El Conquistador);Parla;0;NO;343117;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;9;BASKET HOYO DE MANZANARES;BASKET HOYO DE MANZANARES VERDE;48;VALLEKAS BASKET CDE;VALLEKAS BASKET;57;11/01/2026;11:30;Terminado;NO;LAS ERAS, PABELLON;LAS ERAS, S/N;Hoyo de Manzanares;0;NO;344472;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;10;VALLEKAS BASKET CDE;VALLEKAS BASKET;49;ZONA PRESS;CLUB BALONCESTO ZONA PRESS;61;11/01/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325595;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;13;MARIANISTAS AMOROS A.R.C.;MARIANISTAS AMOROS;27;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;65;17/01/2026;09:00;Terminado;NO;AMOROS, POLIDEPORTIVO;JOAQUIN TURINA, 39;Madrid;0;NO;313504;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;11;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;41;ROZASBASKET C.D.I.;C.D.I. ROZASBASKET JAVI;36;17/01/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319291;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;11;BASKET ARANJUEZ;BASKET ARANJUEZ AMARILLO;32;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;70;17/01/2026;12:40;Terminado;NO;LAS OLIVAS, CIUDAD DEPORTIVA;C/ JUAN DE HERRERA, 1;Aranjuez;0;NO;319976;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;13;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;64;PERALES DEL RIO C.B.;C.B. PERALES B;49;18/01/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314367;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;11;SAN AGUSTIN LOS NEGRALES;SAN AGUSTIN LOS NEGRALES "A";77;VALLEKAS BASKET CDE;VALLEKAS BASKET;62;18/01/2026;13:00;Terminado;NO;COLEGIO SAN AGUSTIN LOS NEGRALES, PABELLON;SANTA EMILIA, 72 (LOS NEGRALES);Guadarrama;0;NO;325601;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;10;VALLEKAS BASKET CDE;VALLEKAS BASKET;55;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE C;75;18/01/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343128;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;12;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;81;HUMANES CLUB BASKET;HUMANES C.B.;50;24/01/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319293;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;12;VILLA DE VALDEMORO C.B.;C.B. VILLA DE VALDEMORO  "D";31;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;60;24/01/2026;15:00;Terminado;NO;JESUS ESPAÑA, PABELLON (PISTA CENTRAL);NEPTUNO, 4;Valdemoro;200;NO;319982;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;14;MADRID VILLA DE VALLECAS;MADRID VILLA DE VALLECAS AZUL;84;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;68;24/01/2026;19:30;Terminado;NO;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;0;NO;313515;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;14;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;40;ARROYOMOLINOS C.D.E.B.;ARROYOMOLINOS C.B. "B";66;25/01/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314368;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;11;VALLEKAS BASKET CDE;VALLEKAS BASKET;40;ARAVACA BASKET C.D.E.;ARAVACA BASKET C.D.E.;82;25/01/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344484;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;11;LOS NEGRALES 22 C.D.E.;BUDAH LOS NEGRALES´22;26;VALLEKAS BASKET CDE;VALLEKAS BASKET;95;25/01/2026;18:00;Terminado;NO;LOS NEGRALES, POLIDEPORTIVO;SANTA EMILIA, 70 (LOS NEGRALES);Alpedrete;0;NO;343130;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;12;PERALES DEL RIO C.B.;C.B. PERALES;51;VALLEKAS BASKET CDE;VALLEKAS BASKET;71;25/01/2026;19:00;Terminado;NO;PERALES DEL RIO, PABELLON DEPORTIVO;GROENLANDIA, 8;Perales del Rio;0;NO;325607;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;13;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;55;BOADILLA DEL MONTE A.D.C.;ADC BOADILLA "D";33;31/01/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319988;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;13;BALONCESTO LEGANES C.D.E.;FOTOENERGY LEGANÉS 2010 "B";58;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;45;31/01/2026;10:45;Terminado;NO;CARLOS SASTRE, PABELLON;FRANCISCO LARGO CABALLERO, 1;Leganés;0;NO;319302;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;15;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;62;ARAVACA BASKET C.D.E.;ARAVACA BASKET C.D.E;58;01/02/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;313517;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;15;COLMENAR DE OREJA C.D.;COLMENAR DE OREJA C.D.;56;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;61;01/02/2026;10:30;Terminado;NO;COMPLEJO DPTVO. SAN JUAN, PABELLON;CALLE DE MADRID, 30;Colmenar de Oreja;0;SÍ;314379;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;12;VICALVARO BALONCESTO CDE;VICALVARO BALONCESTO CDE;17;VALLEKAS BASKET CDE;VALLEKAS BASKET;62;01/02/2026;14:45;Terminado;SÍ;FAUSTINA VALLADOLID, PABELLON;LADERA DE LOS ALMENDROS, 2;Madrid;0;NO;343139;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;12;VALLEKAS BASKET CDE;VALLEKAS BASKET;31;LOS NEGRALES 22 C.D.E.;COLCHONESYCANAPES.COM LOS NEGRALES '22;98;01/02/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344486;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;13;VALLEKAS BASKET CDE;VALLEKAS BASKET;68;ESTUDIO C.D.;ESTUDIO;70;01/02/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325613;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;14;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;52;BALONCESTO ARGANZUELA CENTRO C.D.E.;ARGANZUELA CENTRO;21;07/02/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319306;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;14;COLEGIO MIRAMADRID;COLEGIO MIRAMADRID PARACUELLOS "B";41;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;71;07/02/2026;16:00;Terminado;SÍ;MIRAMADRID, PABELLON COLEGIO;MAR CASPIO, 21;Paracuellos de Jarama;0;NO;319994;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;14;TORRELODONES A.D.;JANSEN BT "B";83;VALLEKAS BASKET CDE;VALLEKAS BASKET;65;08/02/2026;09:00;Terminado;NO;TORRELODONES, PABELLON pequeño;PLAZA JOSE MARIA UNCETA, 4;Torrelodones;0;NO;325619;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;16;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;52;SPORT RAICES MOSTOLES;OPTICLASS RAÍCES MÓSTOLES "B";43;08/02/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314381;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;13;ARCANGEL RAFAEL;ARCANGEL RAFAEL;68;VALLEKAS BASKET CDE;VALLEKAS BASKET;32;08/02/2026;12:30;Terminado;SÍ;ARCANGEL RAFAEL, PABELLON COLEGIO;CALLE ESCALONA, 109;Madrid;100;SÍ;344495;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;13;VALLEKAS BASKET CDE;VALLEKAS BASKET;84;ARAVACA BASKET C.D.E.;ARAVACA BASKET C.D.E.;48;08/02/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343143;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;15;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;38;VALDELUZ;VALDELUZ A;58;14/02/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;320000;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;15;ESTUDIANTES;MOVISTAR ESTUDIANTES MARTINEZ;55;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;75;14/02/2026;10:45;Terminado;NO;I.E.S. BLANCA FERNANDEZ OCHOA;CALLE DEL MONASTERIO DE EL PAULAR, 3;Madrid;0;NO;319313;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;17;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;75;VILLA DE EL ESCORIAL C.D.E.;LOS LEONES DE EL ESCORIAL;50;15/02/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;313530;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;14;VALLEKAS BASKET CDE;VALLEKAS BASKET;44;CABRINI C.D. A.P.A.;CABRINI A.P.A.;85;15/02/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344499;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;15;VALLEKAS BASKET CDE;VALLEKAS BASKET;65;BALONCESTO ARGANDA;CB ARGANDA;59;15/02/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325625;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;14;BALONCESTO FUTURAS;BALONCESTO FUTURAS;50;VALLEKAS BASKET CDE;VALLEKAS BASKET;43;15/02/2026;18:30;Terminado;SÍ;STELLA MARIS LA GAVIA, PABELLON COLEGIO;PEÑARANDA DE BRACAMONTE, 9;Madrid;0;SÍ;343150;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;17;MONTESSORI HORTALEZA;MONTESSORI;57;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;22;15/02/2026;20:30;Terminado;NO;HORTALEZA, PDVO. MPAL.;CRTA. ESTACION DE HORTALEZA, 11;Madrid;0;NO;314390;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;16;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;61;PERALES DEL RIO C.B.;C.B. PERALES A;37;21/02/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319319;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;18;UNION BALONCESTO VILLALBA CDE;VILLALBA FOTOQUO;51;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;67;21/02/2026;12:30;Terminado;NO;LOS NEGRALES, POLIDEPORTIVO;SANTA EMILIA, 70 (LOS NEGRALES);Alpedrete;0;NO;313537;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;18;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;46;ESTUDIANTES;MOVISTAR ESTUDIANTES "D";63;22/02/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314394;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;16;SPORT RAICES MOSTOLES;OPTICLASS RAÍCES MÓSTOLES "B";64;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;83;22/02/2026;12:00;Terminado;SÍ;PIO BAROJA, C.P.;CAMINO CARRASQUILLAS, S/N;Móstoles;0;NO;320006;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;15;VALLEKAS BASKET CDE;VALLEKAS BASKET;62;BASKET VALDEIGLESIAS;BASKET VALDEIGLESIAS;37;22/02/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343156;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;15;PILARISTAS;PILARISTAS;75;VALLEKAS BASKET CDE;VALLEKAS BASKET;45;22/02/2026;16:30;Terminado;NO;PILARISTAS, PABELLON COLEGIO;AYALA, 47;Madrid;40;SÍ;344506;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;16;BALONCESTO COSLADA;COSLADA C.B. SERRACINES;78;VALLEKAS BASKET CDE;VALLEKAS BASKET;53;22/02/2026;18:15;Terminado;NO;C.E.I.P. SERRACINES;ROMERAL, 15;Serracines;0;NO;325631;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;19;JUAN DE AUSTRIA ALCALA C.B.;RICOPIA FUNBAL ALCALA CBJA;42;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;39;28/02/2026;20:15;Terminado;NO;JUAN DE AUSTRIA, PABELLON (PISTA CENTRAL);JOSE CABALLERO, S/N;Alcalá de Henares;0;SÍ;314401;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;19;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;65;BALONCESTO ARGANZUELA CENTRO C.D.E.;ARGANZUELA CENTRO;45;01/03/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;313543;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;17;VALLEKAS BASKET CDE;VALLEKAS BASKET;69;COLEGIO ABACO;ABACO;34;01/03/2026;14:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325637;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;16;VALLEKAS BASKET CDE;VALLEKAS BASKET;35;IRLANDESAS;IRLANDESAS;48;01/03/2026;16:00;Terminado;NO;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344512;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;16;MORATALAZ C.B.;C.B. MORATALAZ;77;VALLEKAS BASKET CDE;VALLEKAS BASKET;49;01/03/2026;20:00;Terminado;NO;JOSE LUIS FERNANDEZ CANO, PABELLON;HACIENDA DE PAVONES, 223;Madrid;0;NO;343161;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;17;LICEO FRANCES;LICEO FRANCES 2011;5;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;127;07/03/2026;09:30;Terminado;NO;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;0;NO;319324;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;20;ARCANGEL RAFAEL;ARCANGEL RAFAEL;67;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;79;07/03/2026;09:30;Terminado;NO;ARCANGEL RAFAEL, PABELLON COLEGIO;CALLE ESCALONA, 109;Madrid;100;SÍ;313548;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;17;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;48;ALAMEDA DE OSUNA BALONCESTO C.D.E.;ALAMEDA DE OSUNA NEGRO;46;07/03/2026;15:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;320012;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 1;20;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;29;TRIPLE CHAMBERI;TRIPLE CHAMBERI JUNIOR A;74;08/03/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;314407;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;17;LICEO FRANCES;LICEO FRANCES;94;VALLEKAS BASKET CDE;VALLEKAS BASKET;30;08/03/2026;11:15;Terminado;NO;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;0;NO;344517;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;18;DISTRITO CARABANCHEL C.D.E.;DISTRITO CARABANCHEL;58;VALLEKAS BASKET CDE;VALLEKAS BASKET;50;08/03/2026;13:15;Terminado;SÍ;FRANCISCO FERNANDEZ OCHOA, PABELLON;DE LAS 14 OLIVAS, S/N;Madrid;0;NO;325643;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Masc BRONCE;PRIMERA FASE;GRUPO 1;17;VALLEKAS BASKET CDE;VALLEKAS BASKET;69;ESCOLAPIOS DE ALCALA C.D.C.;ESCOLAPIOS DE ALCALA C.D.C.;73;08/03/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;343169;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 3ª DIVISION;GRUPO 3;18;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;80;CLUB DEPORTIVO NILE;CLUB DEPORTIVO NILE;42;14/03/2026;09:15;Terminado;SÍ;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;319332;
FBM;COMPETICIONES FEDERADAS FBM;Cadete Masc. Pref.;PRIMERA 4ª DIVISION;GRUPO 3;18;SANTA MARIA DEL PILAR C.D.   ;SANTA MARIA DEL PILAR "A";34;VALLEKAS BASKET CDE;VALLEKAS BASKET AZUL;77;14/03/2026;10:45;Terminado;SÍ;SANTA MARIA DEL PILAR, PISTA AZUL SEMICUBIERTA;calle DOCTOR ESQUERDO, 64-66;Madrid;0;NO;320018;
FBM;COMPETICIONES FEDERADAS FBM;Junior Masc. Pref.;PRIMERA 2ª DIVISION;GRUPO 4;21;VALLEKAS BASKET CDE;VALLEKAS BASKET NARANJA;48;DISTRITO CARABANCHEL C.D.E.;DISTRITO CARABANCHEL A;62;15/03/2026;09:15;Terminado;NO;ZAZUAR, COLEGIO;ZAZUAR, 17;Madrid;0;NO;313556;
FBM;COMPETICIONES FEDERADAS FBM;2ª Div Aut Fem PLATA;PRIMERA FASE;GRUPO 3;18;VALLEKAS BASKET CDE;VALLEKAS BASKET;38;BALONCESTO RIVAS SURESTE CDE;BALONCESTO RIVAS SURESTE;66;15/03/2026;16:00;Terminado;SÍ;ENTREVIAS, PDVO. MPAL.;RONDA DEL SUR esquina STA. RAFAELA MARIA DEL ;Madrid;0;NO;344525;
FBM;COMPETICIONES FEDERADAS FBM;Sub 22 Masc. PLATA;PRIMERA FASE;GRUPO 3;19;VALLEKAS BASKET CDE;VALLEKAS BASKET;56;BALONCESTO 86;BALONCESTO 86 LA SALLE "B";63;15/03/2026;17:00;Terminado;NO;WILFRED AGBONAVBARE, PABELLON;C/ REGUERA DE TOMATEROS, 39;Madrid;0;NO;325649;
