DEL.;COMPETICIÓN;CATEGORÍA;FASE;GRUPO;JORNADA;CLUB L.;EQ. LOCAL;PTS. L.;CLUB V.;EQ. VISITANTE;PTS. V.;FECHA;HORA;ESTADO;INFORME;CAMPO;DIRECCIÓN;POBLACIÓN;AFORO;VESTUARIOS;IDENTIFICADOR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;1;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;MAJADAHONDA;MAJADAHONDA;;27/09/2025;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J01-RICOPIAFUNBALA-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;1;VILLALBA GILMAR;VILLALBA GILMAR;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;28/09/2025;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J01-VILLALBAGILMAR-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;VERITAS POZUELO;VERITAS POZUELO;;04/10/2025;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J02-SUMINISTROSIND-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;MAJADAHONDA;MAJADAHONDA;;VILLALBA GILMAR;VILLALBA GILMAR;;04/10/2025;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J02-MAJADAHONDA-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;05/10/2025;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J02-ARGANZUELACENT-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;JANSEN BT;JANSEN BT;;04/10/2025;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J02-QUALISCBVILLAD-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;CB POZUELO;CB POZUELO;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;04/10/2025;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J02-CBPOZUELO-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;2;LICEO FRANCES;LICEO FRANCES;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;05/10/2025;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J02-LICEOFRANCES-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;VERITAS POZUELO;VERITAS POZUELO;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;11/10/2025;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J03-VERITASPOZUELO-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;LICEO FRANCES;LICEO FRANCES;;11/10/2025;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J03-QUIEROVALCUDEA-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;JANSEN BT;JANSEN BT;;CB POZUELO;CB POZUELO;;11/10/2025;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J03-JANSENBT-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;11/10/2025;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J03-RICOPIAFUNBALA-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;VILLALBA GILMAR;VILLALBA GILMAR;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;12/10/2025;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J03-VILLALBAGILMAR-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;3;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;MAJADAHONDA;MAJADAHONDA;;11/10/2025;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J03-SUMINISTROSIND-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;LICEO FRANCES;LICEO FRANCES;;VERITAS POZUELO;VERITAS POZUELO;;11/01/2026;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J12-LICEOFRANCES-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;CB POZUELO;CB POZUELO;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;10/01/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J12-CBPOZUELO-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;10/01/2026;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J12-QUALISCBVILLAD-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;JANSEN BT;JANSEN BT;;11/01/2026;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J12-ARGANZUELACENT-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;MAJADAHONDA;MAJADAHONDA;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;10/01/2026;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J12-MAJADAHONDA-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;12;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;VILLALBA GILMAR;VILLALBA GILMAR;;10/01/2026;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J12-SUMINISTROSIND-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;VERITAS POZUELO;VERITAS POZUELO;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;17/01/2026;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J13-VERITASPOZUELO-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;VILLALBA GILMAR;VILLALBA GILMAR;;MAJADAHONDA;MAJADAHONDA;;18/01/2026;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J13-VILLALBAGILMAR-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;17/01/2026;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J13-RICOPIAFUNBALA-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;JANSEN BT;JANSEN BT;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;17/01/2026;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J13-JANSENBT-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;CB POZUELO;CB POZUELO;;17/01/2026;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J13-QUIEROVALCUDEA-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;13;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;LICEO FRANCES;LICEO FRANCES;;17/01/2026;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J13-ENSANCHEDEVALL-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;VERITAS POZUELO;VERITAS POZUELO;;24/01/2026;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J14-ENSANCHEDEVALL-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;LICEO FRANCES;LICEO FRANCES;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;25/01/2026;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J14-LICEOFRANCES-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;CB POZUELO;CB POZUELO;;JANSEN BT;JANSEN BT;;24/01/2026;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J14-CBPOZUELO-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;24/01/2026;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J14-QUALISCBVILLAD-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;VILLALBA GILMAR;VILLALBA GILMAR;;25/01/2026;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J14-ARGANZUELACENT-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;14;MAJADAHONDA;MAJADAHONDA;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;24/01/2026;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J14-MAJADAHONDA-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;MAJADAHONDA;MAJADAHONDA;;VERITAS POZUELO;VERITAS POZUELO;;18/10/2025;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J04-MAJADAHONDA-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;19/10/2025;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J04-ARGANZUELACENT-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;VILLALBA GILMAR;VILLALBA GILMAR;;18/10/2025;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J04-QUALISCBVILLAD-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;CB POZUELO;CB POZUELO;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;18/10/2025;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J04-CBPOZUELO-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;LICEO FRANCES;LICEO FRANCES;;JANSEN BT;JANSEN BT;;19/10/2025;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J04-LICEOFRANCES-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;4;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;18/10/2025;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J04-ENSANCHEDEVALL-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;VERITAS POZUELO;VERITAS POZUELO;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;25/10/2025;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J05-VERITASPOZUELO-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;JANSEN BT;JANSEN BT;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;25/10/2025;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J05-JANSENBT-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;LICEO FRANCES;LICEO FRANCES;;25/10/2025;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J05-RICOPIAFUNBALA-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;VILLALBA GILMAR;VILLALBA GILMAR;;CB POZUELO;CB POZUELO;;26/10/2025;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J05-VILLALBAGILMAR-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;25/10/2025;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J05-SUMINISTROSIND-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;5;MAJADAHONDA;MAJADAHONDA;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;25/10/2025;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J05-MAJADAHONDA-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;VERITAS POZUELO;VERITAS POZUELO;;09/11/2025;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J06-ARGANZUELACENT-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;MAJADAHONDA;MAJADAHONDA;;08/11/2025;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J06-QUALISCBVILLAD-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;CB POZUELO;CB POZUELO;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;08/11/2025;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J06-CBPOZUELO-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;LICEO FRANCES;LICEO FRANCES;;VILLALBA GILMAR;VILLALBA GILMAR;;09/11/2025;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J06-LICEOFRANCES-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;08/11/2025;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J06-ENSANCHEDEVALL-RICOPIAFUNBALA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;6;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;JANSEN BT;JANSEN BT;;08/11/2025;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J06-QUIEROVALCUDEA-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;VERITAS POZUELO;VERITAS POZUELO;;JANSEN BT;JANSEN BT;;15/11/2025;20:00;;;VERITAS, PABELLON INSTITUTO;AVDA. RADIO TELEVISION, 2;Pozuelo de Alarcón;;;NAC-PAR-J07-VERITASPOZUELO-JANSENBT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;15/11/2025;20:00;;;JUAN DE AUSTRIA, PABELLON (PISTA;CENTRAL) JOSE CABALLERO, S/N;Alcalá de Henares;;;NAC-PAR-J07-RICOPIAFUNBALA-QUIEROVALCUDEA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;VILLALBA GILMAR;VILLALBA GILMAR;;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;16/11/2025;19:30;;;ENRIQUE BLAS, PABELLON MPAL.;COMANDANTE JUAN ANTONIO TERRON, S/N;Collado Villalba;;;NAC-PAR-J07-VILLALBAGILMAR-ENSANCHEDEVALL;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;LICEO FRANCES;LICEO FRANCES;;15/11/2025;18:30;;;VIRGEN DEL CARMEN, PABELLON (PISTA;CENTRAL) MALLORCA, S/N;Arganda del Rey;;;NAC-PAR-J07-SUMINISTROSIND-LICEOFRANCES;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;MAJADAHONDA;MAJADAHONDA;;CB POZUELO;CB POZUELO;;15/11/2025;20:00;;;PRINCIPE FELIPE, POLIDEPORTIVO;AVDA. GUADARRAMA, 7;Majadahonda;;;NAC-PAR-J07-MAJADAHONDA-CBPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;7;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;16/11/2025;13:15;;;SALESIANOS CARABANCHEL, PABELLON;COLEGIO RONDA DON BOSCO, 3;Madrid;;;NAC-PAR-J07-ARGANZUELACENT-QUALISCBVILLAD;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;QUALIS C.B. VILLA DE VALDEMORO;QUALIS C.B. VILLA DE VALDEMORO;;VERITAS POZUELO;VERITAS POZUELO;;22/11/2025;18:00;;;JESUS ESPAÑA, PABELLON (PISTA;CENTRAL) NEPTUNO, 4;Valdemoro;;;NAC-PAR-J08-QUALISCBVILLAD-VERITASPOZUELO;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;CB POZUELO;CB POZUELO;;ARGANZUELA CENTRO;ARGANZUELA CENTRO;;22/11/2025;20:30;;;EL TORREON, PABELLON;CAMINO DE LAS HUERTAS, 38;Pozuelo de Alarcón;;;NAC-PAR-J08-CBPOZUELO-ARGANZUELACENT;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;LICEO FRANCES;LICEO FRANCES;;MAJADAHONDA;MAJADAHONDA;;23/11/2025;17:00;;;LICEO FRANCES, PABELLON COLEGIO;AVDA. DE LOS MADROÑOS frente nº 42;Madrid;;;NAC-PAR-J08-LICEOFRANCES-MAJADAHONDA;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;ENSANCHE DE VALLECAS LA HIPOTECA DE TU VIDA;;SUMINISTROS INDUSTRIALES ARGANDA;SUMINISTROS INDUSTRIALES ARGANDA;;22/11/2025;16:00;;;MIGUEL GUILLEN PRIM, PABELLON;C/ FUENTIDUEÑA, 6;Madrid;;;NAC-PAR-J08-ENSANCHEDEVALL-SUMINISTROSIND;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;QUIERO VALCUDE ALCOBENDAS;QUIERO VALCUDE ALCOBENDAS;;VILLALBA GILMAR;VILLALBA GILMAR;;22/11/2025;19:00;;;AMAYA VALDEMORO, PABELLON;CRTA. ALCOBENDAS-BARAJAS, Km. 1,200;Alcobendas;;;NAC-PAR-J08-QUIEROVALCUDEA-VILLALBAGILMAR;
;COMPETICIONES FEDERADAS FBM;Liga VIPS Masculina;PRIMERA FASE;GRUPO PAR;8;JANSEN BT;JANSEN BT;;RICOPIA FUNBAL ALCALA CBJA;RICOPIA FUNBAL ALCALA CBJA;;22/11/2025;19:30;;;TORRELODONES, PABELLON;GENERACION DE ORO PLAZA JOSE Mª UNCETA, 4;Torrelodones;;;NAC-PAR-J08-JANSENBT-RICOPIAFUNBALA;
